State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
MN,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,16,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate),OP_20_MEDIUM_MIN,15,,04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,21,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,23,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,28,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,27,,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,14,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,18,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,16,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,20,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,30,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,17,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,23,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_HIGH_MIN,14,,04/01/2017,03/31/2018
AR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,24,,04/01/2017,03/31/2018
AZ,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,28,,04/01/2017,03/31/2018
CT,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,26,,04/01/2017,03/31/2018
DE,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,44,,04/01/2017,03/31/2018
FL,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,21,,04/01/2017,03/31/2018
HI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,15,,04/01/2017,03/31/2018
ID,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,18,,04/01/2017,03/31/2018
KS,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,20,,04/01/2017,03/31/2018
ME,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,26,,04/01/2017,03/31/2018
MI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,19,,04/01/2017,03/31/2018
MN,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,23,,04/01/2017,03/31/2018
PR,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WI,Emergency Department,Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high),OP_20_VERY_HIGH_MIN,16,,04/01/2017,03/31/2018
AR,Emergency Department,Average (median) time patients who came to the emergency department with broken bones had to wait before getting pain medication A lower number of minutes is better,OP_21,59,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
