Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Person and Community Engagement Domain Score,Weighted Person and Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,IN,46902,Howard,57.5,14.375,34,8.5,60,15,0,0,37.875
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,46312,Lake,90,22.5,50,12.5,50,12.5,0,0,47.5
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,Clark,27.5,6.875,17,4.25,33.33333333,8.333333333,10,2.5,21.95833333
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,Howard,47.5,11.875,42,10.5,60,15,10,2.5,39.875
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,IN,46952,Grant,80,20,25,6.25,47.5,11.875,30,7.5,45.625
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,St Joseph,57.5,14.375,23,5.75,28.33333333,7.083333333,0,0,27.20833333
150015,FRANCISCAN HEALTH MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,46360,LaPorte,40,10,21,5.25,46,11.5,0,0,26.75
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,46804,Allen,36.66666667,9.166666667,20,5,35,8.75,10,2.5,25.41666667
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,46514,Elkhart,52.5,13.125,27,6.75,45,11.25,30,7.5,38.625
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,Allen,37.5,9.375,56,14,23.33333333,5.833333333,10,2.5,31.70833333
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,Montgomery,60,20,35,11.66666667,Not Available,Not Available,40,13.33333333,45
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,IN,47804,Vigo,45,11.25,20,5,50,12.5,0,0,28.75
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,Marion,80,20,31,7.75,33.33333333,8.333333333,10,2.5,38.58333333
150026,GOSHEN GENERAL HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,Elkhart,62.5,15.625,44,11,45,11.25,10,2.5,40.375
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,Henry,25,6.25,80,20,50,12.5,0,0,38.75
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,Lake,80,20,37,9.25,35,8.75,0,0,38
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,IN,46383,Porter,70,17.5,28,7,31.66666667,7.916666667,0,0,32.41666667
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,Hancock,47.5,11.875,66,16.5,46.66666667,11.66666667,0,0,40.04166667
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,Knox,70,17.5,55,13.75,20,5,0,0,36.25
150044,BAPTIST HEALTH FLOYD,1850 STATE ST,NEW ALBANY,IN,47150,Floyd,57.5,14.375,17,4.25,65,16.25,0,0,34.875
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,46706,DeKalb,40,10,35,8.75,80,20,0,0,38.75
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,Vigo,30,7.5,40,10,54,13.5,0,0,31
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,Allen,73.33333333,18.33333333,22,5.5,38,9.5,10,2.5,35.83333333
150048,REID HEALTH,1100 REID PKWY,RICHMOND,IN,47374,Wayne,60,15,30,7.5,55,13.75,10,2.5,38.75
150051,IU HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,IN,47403,Monroe,60,15,18,4.5,45,11.25,0,0,30.75
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,Marion,82.5,20.625,18,4.5,23.33333333,5.833333333,0,0,30.95833333
150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,IN,46158,Morgan,66.66666667,16.66666667,66,16.5,73.33333333,18.33333333,40,10,61.5
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,St Joseph,57.5,14.375,28,7,30,7.5,20,5,33.875
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,IN,46060,Hamilton,47.5,11.875,41,10.25,50,12.5,0,0,34.625
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501,Daviess,32.5,8.125,47,11.75,0,0,20,5,24.875
150064,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,Fayette,25,8.333333333,64,21.33333333,Not Available,Not Available,0,0,29.66666667
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,Jackson,36.66666667,9.166666667,69,17.25,68,17,20,5,48.41666667
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,Jefferson,56.66666667,14.16666667,72,18,33.33333333,8.333333333,0,0,40.5
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,Cass,20,5,60,15,50,12.5,40,10,42.5
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,Marion,40,10,54,13.5,16.66666667,4.166666667,0,0,27.66666667
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,46714,Wells,46.66666667,11.66666667,45,11.25,50,12.5,30,7.5,42.91666667
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,Marshall,35,8.75,49,12.25,75,18.75,30,7.5,47.25
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,IN,47747,Vanderburgh,20,5,38,9.5,36,9,0,0,23.5
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,IN,46260,Marion,32.5,8.125,30,7.5,50,12.5,0,0,28.125
150086,HIGHPOINT HEALTH,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025,Dearborn,50,12.5,56,14,42.5,10.625,10,2.5,39.625
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,IN,46016,Madison,32.5,8.125,47,11.75,51.66666667,12.91666667,10,2.5,35.29166667
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,Delaware,85,21.25,17,4.25,41.66666667,10.41666667,0,0,35.91666667
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311,Lake,55,13.75,19,4.75,38.33333333,9.583333333,0,0,28.08333333
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,46750,Huntington,36.66666667,9.166666667,92,23,50,12.5,10,2.5,47.16666667
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,Shelby,50,12.5,48,12,65,16.25,10,2.5,43.25
150100,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,Vanderburgh,72.5,18.125,38,9.5,28.33333333,7.083333333,0,0,34.70833333
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,Whitley,45,11.25,60,15,100,25,50,12.5,63.75
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,Boone,35,8.75,50,12.5,100,25,20,5,51.25
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905,Tippecanoe,40,10,50,12.5,53.33333333,13.33333333,10,2.5,38.33333333
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,47201,Bartholomew,55,13.75,26,6.5,33.33333333,8.333333333,30,7.5,36.08333333
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,Madison,45,11.25,39,9.75,40,10,20,5,36
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,Dubois,47.5,11.875,74,18.5,80,20,20,5,55.375
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,Lake,75,18.75,35,8.75,33.33333333,8.333333333,0,0,35.83333333
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,Lake,60,15,24,6,38.33333333,9.583333333,10,2.5,33.08333333
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,46227,Marion,50,12.5,46,11.5,28.33333333,7.083333333,0,0,31.08333333
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,46580,Kosciusko,35,8.75,20,5,90,22.5,20,5,41.25
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755,Noble,36.66666667,9.166666667,56,14,60,15,40,10,48.16666667
150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630,Warrick,Not Available,Not Available,66,22,47.5,15.83333333,30,10,47.83333333
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,IN,46825,Allen,56.66666667,14.16666667,19,4.75,50,12.5,30,7.5,38.91666667
150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,IN,46290,Hamilton,55,13.75,65,16.25,46.66666667,11.66666667,20,5,46.66666667
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,Hamilton,66.66666667,16.66666667,43,10.75,80,20,20,5,52.41666667
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,Hendricks,87.5,21.875,44,11,44,11,20,5,48.875
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,Hamilton,85,21.25,44,11,55,13.75,20,5,51
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,Marion,40,10,31,7.75,26.66666667,6.666666667,0,0,24.41666667
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,Lake,50,12.5,27,6.75,3.333333333,0.833333333,0,0,20.08333333
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,Lake,50,16.66666667,77,25.66666667,Not Available,Not Available,0,0,42.33333333
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,Marion,15,3.75,38,9.5,25,6.25,0,0,19.5
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,47905,Tippecanoe,55,13.75,26,6.5,61.66666667,15.41666667,0,0,35.66666667
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,IN,47630,Warrick,80,26.66666667,74,24.66666667,Not Available,Not Available,0,0,51.33333333
150176,KENTUCKIANA MEDICAL CENTER LLC,4601 MEDICAL PLAZA WAY,CLARKSVILLE,IN,47129,Clark,20,6.666666667,27,9,Not Available,Not Available,0,0,15.66666667
150181,ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,IN,46037,Hamilton,25,8.333333333,41,13.66666667,Not Available,Not Available,10,3.333333333,25.33333333
150183,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,IN,47403,Monroe,63.33333333,21.11111111,39,13,Not Available,Not Available,0,0,34.11111111
160001,UNITYPOINT HEALTH-MARSHALLTOWN,3 S 4TH AVE,MARSHALLTOWN,IA,50158,Marshall,30,7.5,29,7.25,5,1.25,70,17.5,33.5
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,Carroll,33.33333333,8.333333333,86,21.5,0,0,80,20,49.83333333
160008,UNITYPOINT HEALTH - KEOKUK,1600 MORGAN STREET,KEOKUK,IA,52632,Lee,23.33333333,7.777777778,37,12.33333333,Not Available,Not Available,30,10,30.11111111
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,Muscatine,25,6.25,43,10.75,50,12.5,80,20,49.5
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,Webster,12.5,3.125,31,7.75,62.5,15.625,40,10,36.5
160024,IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,DES MOINES,IA,50316,Polk,35,8.75,25,6.25,41.66666667,10.41666667,90,22.5,47.91666667
160028,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,Pottawattamie,82.5,20.625,36,9,55,13.75,60,15,58.375
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,Johnson,75,18.75,64,16,60,15,70,17.5,67.25
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,Story,45,11.25,50,12.5,50,12.5,30,7.5,43.75
160032,SKIFF MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,Jasper,16.66666667,4.166666667,57,14.25,70,17.5,50,12.5,48.41666667
160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,Scott,17.5,4.375,20,5,53.33333333,13.33333333,20,5,27.70833333
160040,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,50613,Black Hawk,56.66666667,18.88888889,15,5,Not Available,Not Available,10,3.333333333,27.22222222
160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,Linn,57.5,14.375,29,7.25,75,18.75,50,12.5,52.875
160047,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,Pottawattamie,22.5,5.625,62,15.5,66.66666667,16.66666667,40,10,47.79166667
160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,Des Moines,50,12.5,27,6.75,43.33333333,10.83333333,50,12.5,42.58333333
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,Johnson,75,18.75,18,4.5,21.66666667,5.416666667,0,0,28.66666667
160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,MASON CITY,IA,50401,Cerro Gordo,17.5,4.375,27,6.75,56.66666667,14.16666667,30,7.5,32.79166667
160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,Dubuque,52.5,13.125,48,12,50,12.5,50,12.5,50.125
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,Linn,67.5,16.875,26,6.5,43.33333333,10.83333333,80,20,54.20833333
160080,MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,CLINTON,IA,52732,Clinton,42.5,10.625,28,7,75,18.75,20,5,41.375
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,Polk,42.5,10.625,33,8.25,23.33333333,5.833333333,50,12.5,37.20833333
160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,50314,Polk,45,11.25,22,5.5,33.33333333,8.333333333,40,10,35.08333333
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,Wapello,57.5,14.375,16,4,60,15,10,2.5,35.875
160104,UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,Scott,67.5,16.875,27,6.75,18,4.5,60,15,43.125
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,Black Hawk,45,11.25,42,10.5,46.66666667,11.66666667,30,7.5,40.91666667
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,51301,Clay,26.66666667,6.666666667,65,16.25,50,12.5,50,12.5,47.91666667
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,Dubuque,55,13.75,38,9.5,80,20,0,0,43.25
160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,52627,Lee,33.33333333,8.333333333,65,16.25,0,0,60,15,39.58333333
160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360,Dickinson,33.33333333,8.333333333,52,13,100,25,60,15,61.33333333
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,Woodbury,27.5,6.875,20,5,35,8.75,20,5,25.625
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,Poweshiek,45,11.25,81,20.25,90,22.5,70,17.5,71.5
160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST,SIOUX CITY,IA,51101,Woodbury,20,5,13,3.25,65,16.25,0,0,24.5
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,1 MT CARMEL WAY,PITTSBURG,KS,66762,Crawford,42.5,10.625,37,9.25,72.5,18.125,0,0,38
170009,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,75,25,81,27,Not Available,Not Available,100,33.33333333,85.33333333
170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,Saline,32.5,8.125,27,6.75,56.66666667,14.16666667,0,0,29.04166667
170013,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,HAYS,KS,67601,Ellis,42.5,10.625,53,13.25,93.33333333,23.33333333,0,0,47.20833333
170014,RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,66067,Franklin,50,12.5,24,6,90,22.5,50,12.5,53.5
170016,UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,1700 SW 7TH STREET,TOPEKA,KS,66606,Shawnee,37.5,9.375,29,7.25,43.33333333,10.83333333,30,7.5,34.95833333
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,67042,Butler,20,5,54,13.5,55,13.75,40,10,42.25
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,67502,Reno,30,7.5,36,9,50,12.5,20,5,34
170023,ST CATHERINE HOSPITAL,401 EAST SPRUCE,GARDEN CITY,KS,67846,Finney,67.5,16.875,20,5,70,17.5,0,0,39.375
170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,Wyandotte,87.5,21.875,55,13.75,40,10,0,0,45.625
170049,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,Johnson,57.5,14.375,31,7.75,60,15,0,0,37.125
170058,MERCY HOSPITAL-FORT SCOTT,401 WOODLAND HILLS BLVD,FORT SCOTT,KS,66701,Bourbon,0,0,53,13.25,80,20,10,2.5,35.75
170068,SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,67901,Seward,53.33333333,13.33333333,20,5,50,12.5,0,0,30.83333333
170074,GEARY COMMUNITY HOSPITAL,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,Geary,13.33333333,3.333333333,38,9.5,0,0,30,7.5,20.33333333
170086,STORMONT VAIL HOSPITAL,1500 SW 10TH AVENUE,TOPEKA,KS,66604,Shawnee,42.5,10.625,30,7.5,16.66666667,4.166666667,0,0,22.29166667
170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,NEWTON,KS,67114,Harvey,75,18.75,51,12.75,0,0,20,5,36.5
170104,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,Johnson,60,15,48,12,48.33333333,12.08333333,0,0,39.08333333
170105,MCPHERSON HOSPITAL INC,1000 HOSPITAL DRIVE,MCPHERSON,KS,67460,McPherson,50,12.5,54,13.5,0,0,70,17.5,43.5
170109,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS,66071,Miami,43.33333333,14.44444444,83,27.66666667,Not Available,Not Available,70,23.33333333,65.44444444
170120,LABETTE HEALTH,1902 SOUTH US HWY 59,PARSONS,KS,67357,Labette,63.33333333,15.83333333,59,14.75,50,12.5,30,7.5,50.58333333
170122,"VIA CHRISTI HOSPITALS WICHITA, INC",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,Sedgwick,37.5,9.375,27,6.75,26.66666667,6.666666667,0,0,22.79166667
170123,WESLEY MEDICAL CENTER,550 N HILLSIDE STREET,WICHITA,KS,67214,Sedgwick,62.5,15.625,18,4.5,21.66666667,5.416666667,10,2.5,28.04166667
170133,SAINT LUKE'S CUSHING HOSPITAL,711 MARSHALL STREET,LEAVENWORTH,KS,66048,Leavenworth,40,13.33333333,50,16.66666667,Not Available,Not Available,40,13.33333333,43.33333333
170137,LAWRENCE MEMORIAL HOSPITAL,325 MAINE STREET,LAWRENCE,KS,66044,Douglas,57.5,14.375,45,11.25,50,12.5,40,10,48.125
170142,"VIA CHRISTI HOSPITAL MANHATTAN, INC",1823 COLLEGE AVE,MANHATTAN,KS,66502,Riley,45,11.25,29,7.25,42,10.5,30,7.5,36.5
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,Montgomery,40,10,39,9.75,100,25,70,17.5,62.25
170146,PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,KS,66112,Wyandotte,82.5,20.625,24,6,38.33333333,9.583333333,50,12.5,48.70833333
170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,ARKANSAS CITY,KS,67005,Cowley,25,8.333333333,26,8.666666667,Not Available,Not Available,70,23.33333333,40.33333333
170175,WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A,DODGE CITY,KS,67801,Ford,45,11.25,16,4,63.33333333,15.83333333,20,5,36.08333333
170176,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,Johnson,55,13.75,25,6.25,36.66666667,9.166666667,0,0,29.16666667
170182,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,Johnson,47.5,11.875,26,6.5,30,7.5,10,2.5,28.375
170185,SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS,66213,Johnson,82.5,20.625,49,12.25,40,10,10,2.5,45.375
170186,KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD,WICHITA,KS,67226,Sedgwick,40,10,66,16.5,5,1.25,30,7.5,35.25
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,514 CLEVELAND STREET,GREAT BEND,KS,67530,Barton,20,5,29,7.25,80,20,30,7.5,39.75
170197,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,67002,Butler,72.5,18.125,43,10.75,55,13.75,20,5,47.625
170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",14800 WEST ST TERESA,WICHITA,KS,67235,Sedgwick,42.5,14.16666667,63,21,Not Available,Not Available,50,16.66666667,51.83333333
180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,FORT THOMAS,KY,41075,Campbell,13.33333333,3.333333333,38,9.5,50,12.5,0,0,25.33333333
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,WHITESBURG,KY,41858,Letcher,53.33333333,13.33333333,57,14.25,43.33333333,10.83333333,70,17.5,55.91666667
180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,Muhlenberg,36.66666667,12.22222222,60,20,Not Available,Not Available,40,13.33333333,45.55555556
180005,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,Floyd,52.5,13.125,18,4.5,47.5,11.875,20,5,34.5
180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,Boyd,40,10,38,9.5,46.66666667,11.66666667,20,5,36.16666667
180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,40504,Fayette,40,10,17,4.25,48,12,0,0,26.25
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,Laurel,65,16.25,37,9.25,35,8.75,40,10,44.25
180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,Hardin,67.5,16.875,25,6.25,38.33333333,9.583333333,10,2.5,35.20833333
180013,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,42101,Warren,55,13.75,22,5.5,43.33333333,10.83333333,0,0,30.08333333
180016,JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,Shelby,16.66666667,5.555555556,42,14,Not Available,Not Available,50,16.66666667,36.22222222
180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,Barren,32.5,8.125,21,5.25,42,10.5,0,0,23.875
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,Rowan,46.66666667,11.66666667,40,10,60,15,60,15,51.66666667
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,Mason,60,15,45,11.25,73.33333333,18.33333333,30,7.5,52.08333333
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,Bell,43.33333333,10.83333333,63,15.75,33.33333333,8.333333333,60,15,49.91666667
180024,SPRING VIEW HOSPITAL,320 LORETTO ROAD,LEBANON,KY,40033,Marion,33.33333333,8.333333333,46,11.5,50,12.5,0,0,32.33333333
180025,FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,Nelson,57.5,14.375,48,12,50,12.5,20,5,43.875
